"region","order_date","total_revenue","total_orders","avg_order_value"
"Latin America","2023-10-14","591.9399999999999","2","295.96999999999997"
"Middle East","2023-10-14","1598.8700000000001","4","399.71750000000003"
"North America","2023-10-14","448.2","2","224.1"
"Southeast Asia","2023-10-14","172.29","1","172.29"
"Europe","2023-10-15","1631.68","5","326.336"
"North America","2023-10-15","237.15","3","79.05"
"Europe","2023-10-16","1021.07","4","255.2675"
"Latin America","2023-10-16","32.82","1","32.82"
"Middle East","2023-10-16","27.64","1","27.64"
"Southeast Asia","2023-10-16","978.14","3","326.0466666666667"
"Latin America","2023-10-17","276.64","1","276.64"
"Middle East","2023-10-17","921.33","1","921.33"
"North America","2023-10-17","665.23","3","221.74333333333334"
"Southeast Asia","2023-10-17","258.49","1","258.49"
"Europe","2023-10-18","683.0899999999999","3","227.69666666666663"
"Middle East","2023-10-18","63.03","1","63.03"
"North America","2023-10-18","1337.23","4","334.3075"
"Southeast Asia","2023-10-18","2082.22","3","694.0733333333333"
"Europe","2023-10-19","1387.9","2","693.95"
"Latin America","2023-10-19","566.27","2","283.135"
"North America","2023-10-19","1033.25","3","344.4166666666667"
"Southeast Asia","2023-10-19","194.05","1","194.05"
"Europe","2023-10-20","1350.08","4","337.52"
"Latin America","2023-10-20","176.28","1","176.28"
"North America","2023-10-20","148.09","2","74.045"
"Southeast Asia","2023-10-20","289.32","2","144.66"
"Europe","2023-10-21","131.68","1","131.68"
"Latin America","2023-10-21","372.87","2","186.435"
"North America","2023-10-21","923.05","3","307.68333333333334"
"Southeast Asia","2023-10-21","427.83","1","427.83"
"Europe","2023-10-22","2038.6","4","509.65"
"Middle East","2023-10-22","145.02","1","145.02"
"North America","2023-10-22","3206.15","4","801.5375"
"Southeast Asia","2023-10-22","435.9","1","435.9"
"Europe","2023-10-23","796.21","4","199.0525"
"Latin America","2023-10-23","541.53","2","270.765"
"Middle East","2023-10-23","310.46","1","310.46"
"North America","2023-10-23","336.95000000000005","2","168.47500000000002"
"Europe","2023-10-24","2206.79","5","441.358"
"Latin America","2023-10-24","359.02","1","359.02"
"North America","2023-10-24","1793.77","6","298.96166666666664"
"Latin America","2023-10-25","74.34","1","74.34"
"Middle East","2023-10-25","282.36","1","282.36"
"North America","2023-10-25","81.22","1","81.22"
"Southeast Asia","2023-10-25","195.27","1","195.27"
"Europe","2023-10-26","309.8","1","309.8"
"Latin America","2023-10-26","124.6","1","124.6"
"North America","2023-10-26","1281.93","4","320.4825"
"Europe","2023-10-27","662.0799999999999","4","165.51999999999998"
"Latin America","2023-10-27","174.8","1","174.8"
"Europe","2023-10-28","81.55","2","40.775"
"Latin America","2023-10-28","87.89","1","87.89"
"North America","2023-10-28","1888.14","4","472.035"
"Southeast Asia","2023-10-28","705.79","1","705.79"
"Europe","2023-10-30","27.89","1","27.89"
"North America","2023-10-30","1602.6599999999999","3","534.2199999999999"
"Latin America","2023-10-31","96.75","1","96.75"
"North America","2023-10-31","669.03","1","669.03"
"Southeast Asia","2023-10-31","338.83","1","338.83"
"Europe","2023-11-01","2607.28","11","237.02545454545455"
"Latin America","2023-11-01","482.46999999999997","2","241.23499999999999"
"Middle East","2023-11-01","5","1","5"
"North America","2023-11-01","2395.03","6","399.1716666666667"
"Southeast Asia","2023-11-01","1276.22","4","319.055"
"Europe","2023-11-02","1252.77","5","250.554"
"Latin America","2023-11-02","197.62","2","98.81"
"Middle East","2023-11-02","24.78","1","24.78"
"North America","2023-11-02","351.48","6","58.580000000000005"
"Southeast Asia","2023-11-02","795.63","3","265.21"
"Europe","2023-11-03","862.44","9","95.82666666666667"
"Middle East","2023-11-03","246.01","3","82.00333333333333"
"North America","2023-11-03","466.58000000000004","4","116.64500000000001"
"Southeast Asia","2023-11-03","59.21","1","59.21"
"Europe","2023-11-04","1294.34","4","323.585"
"Latin America","2023-11-04","154.72","2","77.36"
"North America","2023-11-04","1386.32","6","231.0533333333333"
"Southeast Asia","2023-11-04","2437.81","4","609.4525"
"Europe","2023-11-05","2552.13","7","364.59000000000003"
"Latin America","2023-11-05","1214.89","4","303.7225"
"Middle East","2023-11-05","160.67","1","160.67"
"North America","2023-11-05","292.25","4","73.0625"
"Southeast Asia","2023-11-05","72.48","1","72.48"
"Europe","2023-11-06","4220.25","13","324.63461538461536"
"Middle East","2023-11-06","416.15999999999997","2","208.07999999999998"
"North America","2023-11-06","1308.16","9","145.35111111111112"
"Europe","2023-11-07","650.45","6","108.40833333333335"
"Latin America","2023-11-07","452.51","2","226.255"
"Middle East","2023-11-07","703.4899999999999","5","140.69799999999998"
"North America","2023-11-07","1391.17","4","347.7925"
"Southeast Asia","2023-11-07","1400.23","3","466.74333333333334"
"Europe","2023-11-08","4530.61","9","503.40111111111105"
"Latin America","2023-11-08","91.19","1","91.19"
"Middle East","2023-11-08","140.73","2","70.365"
"North America","2023-11-08","2501.6099999999997","11","227.41909090909087"
"Europe","2023-11-09","261.89","2","130.945"
"Latin America","2023-11-09","349","1","349"
"North America","2023-11-09","2025.18","5","405.036"
"Southeast Asia","2023-11-09","1360.16","2","680.08"
"Europe","2023-11-10","1191.13","3","397.04333333333335"
"Latin America","2023-11-10","2068.67","3","689.5566666666667"
"Middle East","2023-11-10","89.77","1","89.77"
"North America","2023-11-10","789.14","4","197.285"
"Southeast Asia","2023-11-10","151.59","1","151.59"
"Europe","2023-11-11","1432.53","6","238.755"
"Latin America","2023-11-11","175.78","1","175.78"
"Middle East","2023-11-11","1077.09","2","538.545"
"North America","2023-11-11","766.18","4","191.545"
"Southeast Asia","2023-11-11","57.79","1","57.79"
"Europe","2023-11-12","165.51999999999998","3","55.173333333333325"
"Latin America","2023-11-12","503.51","1","503.51"
"North America","2023-11-12","429.19","2","214.595"
"Southeast Asia","2023-11-12","154.75","2","77.375"
"Europe","2023-11-13","861.53","4","215.3825"
"Latin America","2023-11-13","2728.51","3","909.5033333333334"
"Middle East","2023-11-13","865.47","3","288.49"
"North America","2023-11-13","1511.13","7","215.8757142857143"
"Southeast Asia","2023-11-13","211.19","2","105.595"
"Europe","2023-11-14","2820.5299999999997","8","352.56624999999997"
"Latin America","2023-11-14","28.89","1","28.89"
"North America","2023-11-14","630.54","7","90.07714285714285"
"Southeast Asia","2023-11-14","292.82","1","292.82"
"Europe","2023-11-15","4480.8099999999995","9","497.86777777777775"
"Latin America","2023-11-15","665.49","4","166.3725"
"North America","2023-11-15","977.76","10","97.776"
"Southeast Asia","2023-11-15","747.4300000000001","2","373.71500000000003"
"Europe","2023-11-16","2695.78","8","336.9725"
"Latin America","2023-11-16","454.89","2","227.445"
"North America","2023-11-16","468.27","4","117.0675"
"Southeast Asia","2023-11-16","541.83","3","180.61"
"Europe","2023-11-17","1566.6399999999999","6","261.1066666666666"
"Latin America","2023-11-17","235.83","1","235.83"
"Middle East","2023-11-17","162.44","2","81.22"
"North America","2023-11-17","2874.7599999999998","9","319.41777777777776"
"Southeast Asia","2023-11-17","194.37","2","97.185"
"Europe","2023-11-18","2018.52","6","336.42"
"Latin America","2023-11-18","671.46","2","335.73"
"North America","2023-11-18","4255.47","8","531.93375"
"Southeast Asia","2023-11-18","1038.0900000000001","2","519.0450000000001"
"Latin America","2023-11-19","509.03999999999996","4","127.25999999999999"
"Middle East","2023-11-19","434.1","1","434.1"
"North America","2023-11-19","1912.75","4","478.1875"
"Europe","2023-11-20","1359","7","194.14285714285714"
"Middle East","2023-11-20","17.26","1","17.26"
"North America","2023-11-20","1907.9199999999998","5","381.58399999999995"
"Southeast Asia","2023-11-20","318.78","2","159.39"
"Europe","2023-11-21","867.98","7","123.99714285714286"
"Latin America","2023-11-21","435.44","4","108.86"
"Middle East","2023-11-21","241.16","2","120.58"
"North America","2023-11-21","2286.0699999999997","11","207.82454545454542"
"Southeast Asia","2023-11-21","27.89","1","27.89"
"Europe","2023-11-22","3374.46","8","421.8075"
"Latin America","2023-11-22","1695.1599999999999","3","565.0533333333333"
"Middle East","2023-11-22","2595.2000000000003","4","648.8000000000001"
"North America","2023-11-22","3292.53","6","548.755"
"Southeast Asia","2023-11-22","24.68","1","24.68"
"Europe","2023-11-23","2127.77","8","265.97125"
"Latin America","2023-11-23","2000.8600000000001","5","400.172"
"North America","2023-11-23","940.11","5","188.022"
"Southeast Asia","2023-11-23","721.39","4","180.3475"
"Europe","2023-11-24","3822.32","12","318.5266666666667"
"Latin America","2023-11-24","142.11","2","71.055"
"Middle East","2023-11-24","253.55","1","253.55"
"North America","2023-11-24","769.0799999999999","4","192.26999999999998"
"Southeast Asia","2023-11-24","1691.5","2","845.75"
"Europe","2023-11-25","3289.23","13","253.0176923076923"
"Latin America","2023-11-25","82.75","1","82.75"
"North America","2023-11-25","367.35","3","122.45"
"Southeast Asia","2023-11-25","2389.7200000000003","5","477.9440000000001"
"Europe","2023-11-26","1434.28","8","179.285"
"Latin America","2023-11-26","125.39000000000001","2","62.69500000000001"
"North America","2023-11-26","733.38","6","122.23"
"Europe","2023-11-27","1034.37","5","206.87399999999997"
"Latin America","2023-11-27","196.21","2","98.105"
"Middle East","2023-11-27","74.77","1","74.77"
"North America","2023-11-27","861.02","4","215.255"
"Southeast Asia","2023-11-27","472.28000000000003","3","157.42666666666668"
"Europe","2023-11-28","1620.53","6","270.0883333333333"
"Latin America","2023-11-28","643.36","2","321.68"
"Middle East","2023-11-28","79.39","2","39.695"
"North America","2023-11-28","3181.09","10","318.10900000000004"
"Southeast Asia","2023-11-28","1160.09","3","386.69666666666666"
"Latin America","2023-11-29","530.2","1","530.2"
"North America","2023-11-29","988.13","1","988.13"
"Europe","2023-12-01","4412.34","8","551.5425"
"Latin America","2023-12-01","680.58","4","170.145"
"Middle East","2023-12-01","651.64","1","651.64"
"North America","2023-12-01","917.45","8","114.68125"
"Southeast Asia","2023-12-01","1211.69","3","403.8966666666667"
"Europe","2023-12-02","2963.59","12","246.96583333333334"
"Latin America","2023-12-02","651.04","1","651.04"
"Middle East","2023-12-02","119.84","4","29.96"
"North America","2023-12-02","1273.98","8","159.2475"
"Southeast Asia","2023-12-02","90.24","1","90.24"
"Europe","2023-12-03","888.83","7","126.97571428571429"
"Latin America","2023-12-03","1388.7","5","277.74"
"Middle East","2023-12-03","844.73","1","844.73"
"North America","2023-12-03","2068.16","7","295.45142857142855"
"Southeast Asia","2023-12-03","1628.57","1","1628.57"
"Europe","2023-12-04","4192.33","14","299.45214285714286"
"Latin America","2023-12-04","481.46999999999997","3","160.48999999999998"
"Middle East","2023-12-04","231.05","2","115.525"
"North America","2023-12-04","760.43","3","253.47666666666666"
"Southeast Asia","2023-12-04","974.92","3","324.9733333333333"
"Europe","2023-12-05","1817.23","12","151.43583333333333"
"Latin America","2023-12-05","300.87","3","100.29"
"Middle East","2023-12-05","528.42","4","132.105"
"North America","2023-12-05","1647.27","9","183.03"
"Europe","2023-12-06","1141.8799999999999","8","142.73499999999999"
"Latin America","2023-12-06","251.07","1","251.07"
"Middle East","2023-12-06","1094.1499999999999","3","364.71666666666664"
"North America","2023-12-06","1143.7","7","163.3857142857143"
"Southeast Asia","2023-12-06","518.37","2","259.185"
"Europe","2023-12-07","3088.7400000000002","11","280.79454545454547"
"Latin America","2023-12-07","576.73","7","82.39"
"Middle East","2023-12-07","985.6899999999999","4","246.42249999999999"
"North America","2023-12-07","3573.04","13","274.84923076923076"
"Southeast Asia","2023-12-07","66.5","2","33.25"
"Europe","2023-12-08","3483.4500000000003","10","348.345"
"Latin America","2023-12-08","177.88","2","88.94"
"Middle East","2023-12-08","3329.66","4","832.415"
"North America","2023-12-08","1889.7","9","209.96666666666667"
"Southeast Asia","2023-12-08","567.69","2","283.845"
"Europe","2023-12-09","2609.5699999999997","5","521.914"
"Latin America","2023-12-09","127.16","2","63.58"
"Middle East","2023-12-09","264.5","2","132.25"
"North America","2023-12-09","3237.7599999999998","10","323.77599999999995"
"Southeast Asia","2023-12-09","851.11","3","283.7033333333333"
"Europe","2023-12-10","3373.17","11","306.6518181818182"
"Latin America","2023-12-10","280.96000000000004","4","70.24000000000001"
"Middle East","2023-12-10","714.98","2","357.49"
"North America","2023-12-10","1077.53","8","134.69125"
"Europe","2023-12-11","5408.0599999999995","13","416.00461538461536"
"Latin America","2023-12-11","94.74","1","94.74"
"Middle East","2023-12-11","100.41","1","100.41"
"North America","2023-12-11","6099.9","9","677.7666666666667"
"Southeast Asia","2023-12-11","712.94","4","178.235"
"Europe","2023-12-12","1283.32","8","160.415"
"Latin America","2023-12-12","318.14","1","318.14"
"Middle East","2023-12-12","184.77","1","184.77"
"North America","2023-12-12","2744.01","8","343.00125"
"Southeast Asia","2023-12-12","295.87","2","147.935"
"Europe","2023-12-13","1837.32","6","306.21999999999997"
"Latin America","2023-12-13","582.73","4","145.6825"
"Middle East","2023-12-13","719.13","4","179.7825"
"North America","2023-12-13","507.21000000000004","6","84.53500000000001"
"Europe","2023-12-14","3047.44","13","234.41846153846154"
"Latin America","2023-12-14","856.01","2","428.005"
"Middle East","2023-12-14","139.20000000000002","3","46.400000000000006"
"North America","2023-12-14","2236.69","9","248.5211111111111"
"Southeast Asia","2023-12-14","205.28","1","205.28"
"Europe","2023-12-15","4275.85","12","356.3208333333334"
"Latin America","2023-12-15","1118.53","3","372.8433333333333"
"Middle East","2023-12-15","802.0699999999999","2","401.03499999999997"
"North America","2023-12-15","491.5","5","98.3"
"Southeast Asia","2023-12-15","3726.19","5","745.238"
"Europe","2023-12-16","3785.5","10","378.55"
"Latin America","2023-12-16","1224.08","4","306.02"
"Middle East","2023-12-16","409.27","3","136.42333333333332"
"North America","2023-12-16","1857.77","9","206.4188888888889"
"Southeast Asia","2023-12-16","1613.16","6","268.86"
"Europe","2023-12-17","3166.37","12","263.8641666666667"
"Latin America","2023-12-17","355.39","1","355.39"
"Middle East","2023-12-17","426.6","1","426.6"
"North America","2023-12-17","2722.41","8","340.30125"
"Southeast Asia","2023-12-17","752.41","3","250.8033333333333"
"Europe","2023-12-18","2436.19","9","270.6877777777778"
"Middle East","2023-12-18","601.44","1","601.44"
"North America","2023-12-18","4380.74","14","312.90999999999997"
"Southeast Asia","2023-12-18","508.46999999999997","3","169.48999999999998"
"Europe","2023-12-19","3991.34","13","307.0261538461539"
"Latin America","2023-12-19","66.1","1","66.1"
"Middle East","2023-12-19","114.91","1","114.91"
"North America","2023-12-19","990.13","6","165.02166666666668"
"Southeast Asia","2023-12-19","3413.57","7","487.65285714285716"
"Europe","2023-12-20","4253.59","14","303.82785714285717"
"Latin America","2023-12-20","134.18","1","134.18"
"Middle East","2023-12-20","363.16","3","121.05333333333334"
"North America","2023-12-20","1515.77","5","303.154"
"Southeast Asia","2023-12-20","1843.44","3","614.48"
"Europe","2023-12-21","2888.64","11","262.6036363636363"
"Latin America","2023-12-21","382.11","3","127.37"
"Middle East","2023-12-21","256.8","3","85.60000000000001"
"North America","2023-12-21","3551.27","11","322.84272727272725"
"Southeast Asia","2023-12-21","117.01","2","58.505"
"Europe","2023-12-22","2158.97","10","215.897"
"Latin America","2023-12-22","1474.51","6","245.75166666666667"
"Middle East","2023-12-22","29.79","1","29.79"
"North America","2023-12-22","354.02","5","70.804"
"Southeast Asia","2023-12-22","670.75","3","223.58333333333334"
"Europe","2023-12-23","4547.7","9","505.29999999999995"
"Latin America","2023-12-23","1061.52","4","265.38"
"Middle East","2023-12-23","153.96","2","76.98"
"North America","2023-12-23","3172.61","5","634.522"
"Southeast Asia","2023-12-23","2088.48","7","298.3542857142857"
"Europe","2023-12-24","553.52","9","61.50222222222222"
"Latin America","2023-12-24","210.06","3","70.02"
"Middle East","2023-12-24","540.84","2","270.42"
"North America","2023-12-24","2178.58","9","242.06444444444443"
"Southeast Asia","2023-12-24","1062.8200000000002","3","354.27333333333337"
"Europe","2023-12-25","3739.57","15","249.3046666666667"
"Latin America","2023-12-25","211.51","2","105.755"
"Middle East","2023-12-25","2273.4500000000003","3","757.8166666666667"
"North America","2023-12-25","871.96","4","217.99"
"Southeast Asia","2023-12-25","216.26000000000002","4","54.065000000000005"
"Europe","2023-12-26","4948.13","11","449.83"
"Latin America","2023-12-26","1042.74","4","260.685"
"Middle East","2023-12-26","2987.02","3","995.6733333333333"
"North America","2023-12-26","4593.53","14","328.1092857142857"
"Europe","2023-12-27","1204.74","14","86.05285714285715"
"Latin America","2023-12-27","784.75","6","130.79166666666666"
"Middle East","2023-12-27","681.1","3","227.03333333333333"
"North America","2023-12-27","2258.35","11","205.30454545454543"
"Southeast Asia","2023-12-27","3933.88","7","561.9828571428571"
"Europe","2023-12-28","1719.04","10","171.904"
"Latin America","2023-12-28","52.09","1","52.09"
"Middle East","2023-12-28","716.7700000000001","2","358.38500000000005"
"North America","2023-12-28","1281.1000000000001","7","183.01428571428573"
"Southeast Asia","2023-12-28","1477.11","1","1477.11"
"Middle East","2023-12-30","85.95","1","85.95"
"Europe","2023-12-31","24.14","1","24.14"
"Europe","2024-01-01","1339.0600000000002","2","669.5300000000001"
"Middle East","2024-01-01","81.04","1","81.04"
"North America","2024-01-01","124.51","1","124.51"
"Southeast Asia","2024-01-01","848.73","1","848.73"
"Europe","2024-01-02","96.53","1","96.53"
"North America","2024-01-02","396.29","4","99.0725"
"North America","2024-01-03","573.23","1","573.23"
"Southeast Asia","2024-01-03","1689.12","3","563.04"
"Europe","2024-01-04","1888.75","4","472.1875"
"Middle East","2024-01-04","123.33","1","123.33"
"Southeast Asia","2024-01-04","322.85","1","322.85"
"Latin America","2024-01-05","533.3000000000001","3","177.76666666666668"
"Middle East","2024-01-05","277.33","2","138.665"
"North America","2024-01-05","558.82","1","558.82"
"Southeast Asia","2024-01-05","759.55","3","253.1833333333333"
"Europe","2024-01-06","927.42","1","927.42"
"Latin America","2024-01-06","589.1","1","589.1"
"Middle East","2024-01-06","90.83","1","90.83"
"North America","2024-01-06","701.9","3","233.96666666666667"
"Southeast Asia","2024-01-06","203.73000000000002","2","101.86500000000001"
"Europe","2024-01-07","1010.9100000000001","3","336.97"
"Latin America","2024-01-07","225.07999999999998","2","112.53999999999999"
"North America","2024-01-07","512.24","2","256.12"
"Southeast Asia","2024-01-07","572.0799999999999","2","286.03999999999996"
"Europe","2024-01-08","520.15","5","104.03"
"North America","2024-01-08","1029.45","3","343.15000000000003"
"Southeast Asia","2024-01-08","287.25","3","95.75"
"Europe","2024-01-09","1022.33","4","255.5825"
"Middle East","2024-01-09","109.94","1","109.94"
"North America","2024-01-09","94.61","2","47.305"
"Southeast Asia","2024-01-09","551.18","1","551.18"
"Europe","2024-01-10","2839.9799999999996","3","946.6599999999999"
"Middle East","2024-01-10","1333.61","2","666.805"
"North America","2024-01-10","226.07","2","113.035"
"Southeast Asia","2024-01-10","72.12","2","36.06"
"Europe","2024-01-11","104.52","1","104.52"
"Latin America","2024-01-11","64.83","1","64.83"
"Middle East","2024-01-11","120.04","1","120.04"
"North America","2024-01-11","480.34000000000003","3","160.11333333333334"
"Southeast Asia","2024-01-11","63.2","1","63.2"
"Europe","2024-01-12","122.66","1","122.66"
"Latin America","2024-01-12","109.62","2","54.81"
"Middle East","2024-01-12","494.24","4","123.56"
"Southeast Asia","2024-01-12","70.45","1","70.45"
"Europe","2024-01-13","70.54","1","70.54"
"North America","2024-01-13","190.66000000000003","2","95.33000000000001"
"Southeast Asia","2024-01-13","283.53","2","141.765"
"Latin America","2024-01-14","175.17","1","175.17"
"Middle East","2024-01-14","444.06","1","444.06"
"North America","2024-01-14","1594.64","5","318.928"
"Southeast Asia","2024-01-14","82.62","1","82.62"
"Europe","2024-01-15","493.88","5","98.776"
"Latin America","2024-01-15","31.38","1","31.38"
"North America","2024-01-15","3252.35","3","1084.1166666666666"
"Southeast Asia","2024-01-15","593.9100000000001","2","296.95500000000004"
"Europe","2024-01-16","40.16","1","40.16"
"Latin America","2024-01-16","303.9","1","303.9"
"Middle East","2024-01-16","1156.84","2","578.42"
"North America","2024-01-16","491.18","2","245.59"
"Southeast Asia","2024-01-16","1732.26","2","866.13"
"Europe","2024-01-17","219.48","2","109.74"
"Latin America","2024-01-17","405.67999999999995","3","135.22666666666666"
"North America","2024-01-17","36.4","1","36.4"
"Southeast Asia","2024-01-17","576.5","2","288.25"
"Latin America","2024-01-18","30.83","1","30.83"
"Middle East","2024-01-18","77.48","1","77.48"
"North America","2024-01-18","1330.45","2","665.225"
"Southeast Asia","2024-01-18","502.8","3","167.6"
"Europe","2024-01-19","1287.18","5","257.43600000000004"
"Latin America","2024-01-19","280.2","1","280.2"
"North America","2024-01-19","45.12","1","45.12"
"Southeast Asia","2024-01-19","142.11","1","142.11"
"Europe","2024-01-20","439.59000000000003","3","146.53"
"Middle East","2024-01-20","136.93","1","136.93"
"North America","2024-01-20","224.59","3","74.86333333333333"
"Southeast Asia","2024-01-20","2641.67","4","660.4175"
"Europe","2024-01-21","3114.09","3","1038.03"
"North America","2024-01-21","80.22","1","80.22"
"Europe","2024-01-22","910.1800000000001","4","227.54500000000002"
"North America","2024-01-22","69.2","1","69.2"
"Middle East","2024-01-23","32.41","1","32.41"
"North America","2024-01-23","717.83","1","717.83"
"Europe","2024-01-24","1571.78","1","1571.78"
"Latin America","2024-01-24","46.08","1","46.08"
"Middle East","2024-01-24","147.16","2","73.58"
"Europe","2024-01-25","244.19","4","61.0475"
"Latin America","2024-01-25","175","2","87.5"
"Middle East","2024-01-25","250.26999999999998","3","83.42333333333333"
"North America","2024-01-25","292.02","2","146.01"
"Southeast Asia","2024-01-25","608.63","1","608.63"
"Europe","2024-01-26","253.94","2","126.97"
"Latin America","2024-01-26","401.52","2","200.76"
"Middle East","2024-01-26","2358.63","2","1179.315"
"North America","2024-01-26","898.26","4","224.565"
"Southeast Asia","2024-01-26","95.76","1","95.76"
"Europe","2024-01-27","863.53","3","287.8433333333333"
"Latin America","2024-01-27","64.48","1","64.48"
"Middle East","2024-01-27","84","1","84"
"North America","2024-01-27","620.57","4","155.1425"
"Southeast Asia","2024-01-27","236.45","3","78.81666666666666"
"Latin America","2024-01-28","201.69000000000003","3","67.23"
"Middle East","2024-01-28","74.36","1","74.36"
"North America","2024-01-28","428.99","2","214.495"
"Latin America","2024-01-30","74.19","1","74.19"
"Europe","2024-01-31","591.38","3","197.12666666666667"
"Latin America","2024-01-31","95.76","1","95.76"
"North America","2024-01-31","21.01","1","21.01"
"Europe","2024-02-01","656.98","2","328.49"
"Latin America","2024-02-01","1821.93","2","910.965"
"Middle East","2024-02-01","787.4200000000001","2","393.71000000000004"
"North America","2024-02-01","98.41","2","49.205"
"Southeast Asia","2024-02-01","893.2199999999999","4","223.30499999999998"
"Europe","2024-02-02","44.32","1","44.32"
"Middle East","2024-02-02","141.23","1","141.23"
"North America","2024-02-02","451.06","3","150.35333333333332"
"Europe","2024-02-03","751.1600000000001","3","250.38666666666668"
"Latin America","2024-02-03","422.49","1","422.49"
"North America","2024-02-03","806.32","3","268.77333333333337"
"Europe","2024-02-04","1340.44","2","670.22"
"Latin America","2024-02-04","960.34","3","320.11333333333334"
"Middle East","2024-02-04","949.9599999999999","2","474.97999999999996"
"Southeast Asia","2024-02-04","1415.9","3","471.9666666666667"
"Europe","2024-02-05","1353.55","3","451.18333333333334"
"Latin America","2024-02-05","290.16","2","145.08"
"Middle East","2024-02-05","74.01","1","74.01"
"North America","2024-02-05","1077.28","2","538.64"
"Southeast Asia","2024-02-05","560.12","2","280.06"
"Europe","2024-02-06","148.19","1","148.19"
"Latin America","2024-02-06","283.49","3","94.49666666666667"
"Middle East","2024-02-06","124.05","1","124.05"
"North America","2024-02-06","1294.81","7","184.97285714285712"
"Southeast Asia","2024-02-06","14.82","1","14.82"
"Europe","2024-02-07","185.05","2","92.525"
"Latin America","2024-02-07","1247.8100000000002","2","623.9050000000001"
"Middle East","2024-02-07","560.85","2","280.425"
"Latin America","2024-02-08","57.31","1","57.31"
"North America","2024-02-08","382.04","4","95.51"
"Southeast Asia","2024-02-08","79.66","1","79.66"
"Europe","2024-02-09","32.42","1","32.42"
"North America","2024-02-09","754.54","2","377.27"
"Southeast Asia","2024-02-09","57.39","1","57.39"
"Europe","2024-02-10","845.4000000000001","3","281.8"
"Latin America","2024-02-10","202.07999999999998","2","101.03999999999999"
"Middle East","2024-02-10","672.41","1","672.41"
"North America","2024-02-10","187.71","1","187.71"
"Southeast Asia","2024-02-10","619.87","2","309.935"
"Europe","2024-02-11","127.33","1","127.33"
"Middle East","2024-02-11","751.27","1","751.27"
"North America","2024-02-11","84.98","1","84.98"
"Southeast Asia","2024-02-11","704.83","2","352.415"
"Europe","2024-02-12","30.67","1","30.67"
"Middle East","2024-02-12","565.88","1","565.88"
"North America","2024-02-12","892.46","3","297.4866666666667"
"Southeast Asia","2024-02-12","300.16","1","300.16"
"Latin America","2024-02-13","178.9","1","178.9"
"North America","2024-02-13","698.8900000000001","3","232.96333333333337"
"Southeast Asia","2024-02-13","1033.3400000000001","2","516.6700000000001"
"Europe","2024-02-14","327.25","3","109.08333333333333"
"North America","2024-02-14","731.74","4","182.935"
"Southeast Asia","2024-02-14","448.17","2","224.085"
"Europe","2024-02-15","1100.27","2","550.135"
"Middle East","2024-02-15","25.63","1","25.63"
"North America","2024-02-15","4138.09","7","591.1557142857143"
"Southeast Asia","2024-02-15","1014.64","2","507.32"
"Europe","2024-02-16","82.5","1","82.5"
"Latin America","2024-02-16","536.85","3","178.95000000000002"
"North America","2024-02-16","2033.38","5","406.67600000000004"
"Europe","2024-02-17","547.37","1","547.37"
"Latin America","2024-02-17","102.66","1","102.66"
"Middle East","2024-02-17","3006.73","3","1002.2433333333333"
"North America","2024-02-17","865.32","4","216.33"
"Southeast Asia","2024-02-17","648.76","2","324.38"
"Europe","2024-02-18","769.81","3","256.6033333333333"
"Latin America","2024-02-18","142.02999999999997","2","71.01499999999999"
"Middle East","2024-02-18","120.86","1","120.86"
"Europe","2024-02-19","429.31","3","143.10333333333332"
"Latin America","2024-02-19","466.05","2","233.025"
"North America","2024-02-19","916.02","2","458.01"
"Southeast Asia","2024-02-19","368.46","2","184.23"
"Europe","2024-02-20","292.2","2","146.1"
"Middle East","2024-02-20","191.43","1","191.43"
"North America","2024-02-20","68.39","1","68.39"
"Southeast Asia","2024-02-20","1446.3400000000001","2","723.1700000000001"
"Europe","2024-02-21","350.74","3","116.91333333333334"
"Middle East","2024-02-21","1793.1799999999998","3","597.7266666666666"
"Southeast Asia","2024-02-21","624.49","1","624.49"
"Europe","2024-02-22","419.24","3","139.74666666666667"
"Latin America","2024-02-22","111.93","2","55.965"
"North America","2024-02-22","301.40999999999997","2","150.70499999999998"
"Southeast Asia","2024-02-22","208.04999999999998","2","104.02499999999999"
"Europe","2024-02-23","69.36","2","34.68"
"Latin America","2024-02-23","70.26","1","70.26"
"Middle East","2024-02-23","452.91","2","226.455"
"North America","2024-02-23","462.96","3","154.32"
"Southeast Asia","2024-02-23","357.23","2","178.615"
"Europe","2024-02-24","108.91","1","108.91"
"Latin America","2024-02-24","1025.35","1","1025.35"
"Middle East","2024-02-24","352.41","2","176.205"
"North America","2024-02-24","224.98","2","112.49"
"Southeast Asia","2024-02-24","410.29999999999995","2","205.14999999999998"
"Latin America","2024-02-25","763.25","3","254.41666666666666"
"Middle East","2024-02-25","703.67","3","234.55666666666664"
"North America","2024-02-25","184.73","2","92.365"
"Southeast Asia","2024-02-25","100.64","2","50.32"
"Europe","2024-02-26","626.96","2","313.48"
"Middle East","2024-02-26","136.77","1","136.77"
"North America","2024-02-26","1277.02","2","638.51"
"Southeast Asia","2024-02-26","1323.8100000000002","3","441.27000000000004"
"Europe","2024-02-27","178.26999999999998","4","44.567499999999995"
"Latin America","2024-02-27","882.49","2","441.245"
"North America","2024-02-27","2231.18","5","446.236"
"Southeast Asia","2024-02-27","67","1","67"
"Europe","2024-02-28","505.48","3","168.49333333333334"
