"customer_id","region","total_revenue","customer_rank","cumulative_revenue_percent","customer_percent","customer_group"
"10597","Europe","613.92","1500","0.8868","0.5","Other"
"10432","Southeast Asia","613.54","1501","0.8869","0.5003","Other"
"10200","Southeast Asia","612.98","1502","0.8871","0.5007","Other"
"10638","Europe","612.61","1503","0.8873","0.501","Other"
"11777","North America","611.24","1504","0.8875","0.5013","Other"
"10198","Latin America","611.02","1505","0.8876","0.5017","Other"
"10276","Latin America","610.88","1506","0.8878","0.502","Other"
"12850","Southeast Asia","609.96","1507","0.888","0.5023","Other"
"10817","North America","609.64","1508","0.8882","0.5027","Other"
"11241","Latin America","609.36","1509","0.8883","0.503","Other"
"12636","Latin America","608.44","1510","0.8885","0.5033","Other"
"10107","Latin America","608.1999999999999","1511","0.8887","0.5037","Other"
"12321","Southeast Asia","606.6","1512","0.8889","0.504","Other"
"12112","Southeast Asia","606.0699999999999","1513","0.889","0.5043","Other"
"11409","Southeast Asia","605.88","1514","0.8892","0.5047","Other"
"10272","Southeast Asia","605.62","1515","0.8894","0.505","Other"
"12609","North America","604.85","1516","0.8896","0.5053","Other"
"11229","Southeast Asia","603.45","1517","0.8897","0.5057","Other"
"12604","North America","602.65","1518","0.8899","0.506","Other"
"12412","Southeast Asia","602.62","1519","0.8901","0.5063","Other"
"11569","Southeast Asia","602.5","1520","0.8903","0.5067","Other"
"11232","Middle East","602.39","1521","0.8904","0.507","Other"
"10007","Middle East","600.5799999999999","1522","0.8906","0.5073","Other"
"12643","Latin America","600.57","1523","0.8908","0.5077","Other"
"10255","Southeast Asia","600.22","1524","0.8909","0.508","Other"
"12056","North America","599.97","1525","0.8911","0.5083","Other"
"12081","Southeast Asia","599.9","1526","0.8913","0.5087","Other"
"12971","Europe","599.8","1527","0.8915","0.509","Other"
"11400","Europe","599.6500000000001","1528","0.8916","0.5093","Other"
"11577","Middle East","598.78","1529","0.8918","0.5097","Other"
"11251","Europe","598.74","1530","0.892","0.51","Other"
"11754","Europe","598.45","1531","0.8922","0.5103","Other"
"11795","Latin America","597.51","1532","0.8923","0.5107","Other"
"10885","Southeast Asia","597.03","1533","0.8925","0.511","Other"
"11738","Latin America","594.93","1534","0.8927","0.5113","Other"
"12116","Europe","594.88","1535","0.8928","0.5117","Other"
"10098","Latin America","593.92","1536","0.893","0.512","Other"
"11263","North America","591.45","1537","0.8932","0.5123","Other"
"12199","Southeast Asia","590.3399999999999","1538","0.8934","0.5127","Other"
"12779","North America","590.2","1539","0.8935","0.513","Other"
"10637","Europe","589.79","1540","0.8937","0.5133","Other"
"11136","Middle East","589.62","1541","0.8939","0.5137","Other"
"10754","North America","588.85","1542","0.894","0.514","Other"
"10653","Europe","588.05","1543","0.8942","0.5143","Other"
"11704","North America","587.46","1544","0.8944","0.5147","Other"
"11807","North America","586.76","1545","0.8945","0.515","Other"
"11346","Latin America","586.69","1546","0.8947","0.5153","Other"
"11666","Southeast Asia","586.5500000000001","1547","0.8949","0.5157","Other"
"12155","North America","585.62","1548","0.895","0.516","Other"
"11104","Europe","584.73","1549","0.8952","0.5163","Other"
"10032","North America","584.66","1550","0.8954","0.5167","Other"
"10786","Southeast Asia","584.56","1551","0.8956","0.517","Other"
"12700","North America","583.04","1552","0.8957","0.5173","Other"
"12353","Europe","582.64","1553","0.8959","0.5177","Other"
"10384","North America","582.48","1554","0.8961","0.518","Other"
"12521","Latin America","582.01","1555","0.8962","0.5183","Other"
"12270","Europe","580.67","1556","0.8964","0.5187","Other"
"11405","Europe","580.55","1557","0.8966","0.519","Other"
"11299","North America","580.25","1558","0.8967","0.5193","Other"
"12435","North America","578.74","1559","0.8969","0.5197","Other"
"12480","Latin America","577.2900000000001","1560","0.8971","0.52","Other"
"12090","North America","577.27","1561","0.8972","0.5203","Other"
"12198","Latin America","576.94","1562","0.8974","0.5207","Other"
"12313","Europe","576.65","1563","0.8976","0.521","Other"
"10183","Latin America","576.53","1564","0.8977","0.5213","Other"
"10170","Southeast Asia","576.0600000000001","1565","0.8979","0.5217","Other"
"12660","Southeast Asia","575.39","1566","0.8981","0.522","Other"
"10851","Europe","574.35","1567","0.8982","0.5223","Other"
"10945","Middle East","574.24","1568","0.8984","0.5227","Other"
"12877","Europe","573.92","1569","0.8985","0.523","Other"
"12628","Southeast Asia","573.69","1570","0.8987","0.5233","Other"
"11474","Europe","572.31","1571","0.8989","0.5237","Other"
"11715","Middle East","572.15","1572","0.899","0.524","Other"
"11386","Europe","568.92","1573","0.8992","0.5243","Other"
"12951","Latin America","568.45","1574","0.8994","0.5247","Other"
"11306","North America","565.9","1575","0.8995","0.525","Other"
"11868","Europe","565.79","1576","0.8997","0.5253","Other"
"11328","Latin America","562.78","1577","0.8999","0.5257","Other"
"12691","Europe","562.64","1578","0.9","0.526","Other"
"11899","Southeast Asia","562.03","1579","0.9002","0.5263","Other"
"12077","Europe","560.95","1580","0.9003","0.5267","Other"
"10846","Middle East","559.67","1581","0.9005","0.527","Other"
"11560","Middle East","558.19","1582","0.9007","0.5273","Other"
"11314","Europe","557.37","1583","0.9008","0.5277","Other"
"11096","Southeast Asia","557.2","1584","0.901","0.528","Other"
"10447","North America","556.15","1585","0.9011","0.5283","Other"
"12283","North America","555.47","1586","0.9013","0.5287","Other"
"10115","Southeast Asia","554.99","1587","0.9015","0.529","Other"
"12523","Europe","554.93","1588","0.9016","0.5293","Other"
"10646","Europe","554.81","1589","0.9018","0.5297","Other"
"10541","North America","554.78","1590","0.9019","0.53","Other"
"12042","Southeast Asia","553.8399999999999","1591","0.9021","0.5303","Other"
"12760","Latin America","553.38","1592","0.9023","0.5307","Other"
"10074","Europe","553.3199999999999","1593","0.9024","0.531","Other"
"12563","Latin America","553.3","1594","0.9026","0.5313","Other"
"12064","North America","552.98","1595","0.9027","0.5317","Other"
"10602","Middle East","552.04","1596","0.9029","0.532","Other"
"11726","Southeast Asia","551.7","1597","0.9031","0.5323","Other"
"12537","North America","551.06","1598","0.9032","0.5327","Other"
"10110","Latin America","549.87","1599","0.9034","0.533","Other"
"10228","North America","548.22","1600","0.9035","0.5333","Other"
"11938","Southeast Asia","548.1899999999999","1601","0.9037","0.5337","Other"
"11531","Latin America","547.48","1602","0.9038","0.534","Other"
"11992","North America","547.35","1603","0.904","0.5343","Other"
"12111","Middle East","546.51","1604","0.9042","0.5347","Other"
"10511","Southeast Asia","546.49","1605","0.9043","0.535","Other"
"11693","Latin America","545.26","1606","0.9045","0.5353","Other"
"12524","Middle East","544.6700000000001","1607","0.9046","0.5357","Other"
"11100","North America","544.1","1608","0.9048","0.536","Other"
"12242","Southeast Asia","543.75","1609","0.9049","0.5363","Other"
"10267","Southeast Asia","542.48","1610","0.9051","0.5367","Other"
"10634","North America","542.37","1611","0.9053","0.537","Other"
"11969","North America","541.9","1612","0.9054","0.5373","Other"
"12263","Europe","541.3199999999999","1613","0.9056","0.5377","Other"
"10898","Europe","541.1","1614","0.9059","0.538","Other"
"11117","Europe","541.1","1614","0.9059","0.538","Other"
"10332","Europe","541.02","1616","0.906","0.5387","Other"
"12190","Europe","539","1617","0.9062","0.539","Other"
"12395","Middle East","538.27","1618","0.9063","0.5393","Other"
"12486","North America","537.33","1619","0.9065","0.5397","Other"
"11605","Southeast Asia","536.98","1620","0.9067","0.54","Other"
"10706","Europe","536.97","1621","0.9068","0.5403","Other"
"12970","North America","536.66","1622","0.907","0.5407","Other"
"10360","North America","535.05","1623","0.9071","0.541","Other"
"11237","Europe","533.86","1624","0.9073","0.5413","Other"
"12594","North America","533.21","1625","0.9074","0.5417","Other"
"10488","Latin America","533.16","1626","0.9076","0.542","Other"
"11264","North America","533.11","1627","0.9077","0.5423","Other"
"10954","Europe","533.05","1628","0.9079","0.5427","Other"
"12870","Middle East","532.9300000000001","1629","0.908","0.543","Other"
"10190","Southeast Asia","532.41","1630","0.9082","0.5433","Other"
"10465","Europe","531.88","1631","0.9085","0.5437","Other"
"12276","Southeast Asia","531.88","1631","0.9085","0.5437","Other"
"10567","Middle East","531.56","1633","0.9087","0.5443","Other"
"12071","Europe","531.31","1634","0.9088","0.5447","Other"
"11267","Latin America","531.27","1635","0.909","0.545","Other"
"12152","Europe","530.51","1636","0.9091","0.5453","Other"
"10311","Europe","530.09","1637","0.9093","0.5457","Other"
"10205","North America","530.05","1638","0.9094","0.546","Other"
"11207","Southeast Asia","529.4499999999999","1639","0.9096","0.5463","Other"
"11244","Europe","528.02","1640","0.9097","0.5467","Other"
"12241","Southeast Asia","527.54","1641","0.9099","0.547","Other"
"11812","Southeast Asia","527.25","1642","0.91","0.5473","Other"
"11432","North America","527.18","1643","0.9102","0.5477","Other"
"10053","North America","525.28","1644","0.9103","0.548","Other"
"12399","Europe","524.84","1645","0.9105","0.5483","Other"
"11802","North America","523.24","1646","0.9106","0.5487","Other"
"11325","North America","522.53","1647","0.9108","0.549","Other"
"10753","Middle East","521.4","1648","0.9109","0.5493","Other"
"11846","North America","521.17","1649","0.9111","0.5497","Other"
"10803","Middle East","521.12","1650","0.9112","0.55","Other"
"10648","Europe","520.64","1651","0.9114","0.5503","Other"
"10729","North America","520.4","1652","0.9115","0.5507","Other"
"12075","Southeast Asia","519.28","1653","0.9117","0.551","Other"
"10217","North America","517.64","1654","0.9118","0.5513","Other"
"12001","Latin America","517.36","1655","0.912","0.5517","Other"
"12312","North America","517.13","1656","0.9121","0.552","Other"
"11879","Middle East","516.91","1657","0.9123","0.5523","Other"
"12456","Middle East","516.68","1658","0.9124","0.5527","Other"
"10378","Europe","516.46","1659","0.9126","0.553","Other"
"11017","Southeast Asia","516.37","1660","0.9127","0.5533","Other"
"10832","Southeast Asia","516.33","1661","0.9129","0.5537","Other"
"11757","North America","515.97","1662","0.913","0.554","Other"
"10420","Latin America","515.66","1663","0.9132","0.5543","Other"
"12342","Europe","515.6","1664","0.9133","0.5547","Other"
"10504","Southeast Asia","514.2","1665","0.9135","0.555","Other"
"12954","Europe","513.4499999999999","1666","0.9136","0.5553","Other"
"10363","Southeast Asia","513.23","1667","0.9138","0.5557","Other"
"11398","Europe","512.67","1668","0.9139","0.556","Other"
"11472","North America","512.26","1669","0.9141","0.5563","Other"
"12346","Europe","512.04","1670","0.9142","0.5567","Other"
"11265","Middle East","511.93","1671","0.9143","0.557","Other"
"10248","Latin America","511.68","1672","0.9145","0.5573","Other"
"12319","Southeast Asia","511.39","1673","0.9146","0.5577","Other"
"12329","North America","511.24","1674","0.9148","0.558","Other"
"11686","Middle East","510.66999999999996","1675","0.9149","0.5583","Other"
"10510","Latin America","510.5","1676","0.9151","0.5587","Other"
"10784","Middle East","510.47","1677","0.9152","0.559","Other"
"12863","Europe","510.2","1678","0.9154","0.5593","Other"
"11116","Latin America","510.18","1679","0.9155","0.5597","Other"
"10989","Southeast Asia","508.45000000000005","1680","0.9157","0.56","Other"
"11566","Southeast Asia","506.76","1681","0.9158","0.5603","Other"
"12765","Southeast Asia","504.92","1682","0.916","0.5607","Other"
"12612","Southeast Asia","504.77","1683","0.9161","0.561","Other"
"11816","Europe","504.72999999999996","1684","0.9163","0.5613","Other"
"10783","Southeast Asia","504.47","1685","0.9164","0.5617","Other"
"12625","Middle East","504.21","1686","0.9165","0.562","Other"
"12337","Latin America","503.51","1687","0.9167","0.5623","Other"
"10679","Latin America","502.34","1688","0.9168","0.5627","Other"
"11444","Middle East","500.93","1689","0.917","0.563","Other"
"11367","North America","500.37","1690","0.9171","0.5633","Other"
"11508","Europe","500.27","1691","0.9173","0.5637","Other"
"11347","North America","499.72","1692","0.9174","0.564","Other"
"10702","North America","499.67","1693","0.9176","0.5643","Other"
"12373","Latin America","497.84999999999997","1694","0.9177","0.5647","Other"
"11887","Europe","497.1","1695","0.9178","0.565","Other"
"12054","North America","496.25","1696","0.918","0.5653","Other"
"10544","Southeast Asia","496.08","1697","0.9181","0.5657","Other"
"12410","Latin America","496.06","1698","0.9183","0.566","Other"
"10958","North America","493.9","1699","0.9184","0.5663","Other"
"11557","Europe","493.1","1700","0.9186","0.5667","Other"
"10039","Europe","493.06","1701","0.9187","0.567","Other"
"10480","Latin America","492.89","1702","0.9188","0.5673","Other"
"12967","Europe","492.17","1703","0.919","0.5677","Other"
"12595","North America","492.05","1704","0.9191","0.568","Other"
"11433","Europe","489.66","1705","0.9193","0.5683","Other"
"12752","North America","489.18","1706","0.9194","0.5687","Other"
"11798","Europe","489.17","1707","0.9195","0.569","Other"
"12840","North America","488.91999999999996","1708","0.9197","0.5693","Other"
"12323","Latin America","488.73","1709","0.9198","0.5697","Other"
"10493","North America","488.12","1710","0.92","0.57","Other"
"12206","North America","487.94","1711","0.9201","0.5703","Other"
"11612","Middle East","487.02","1712","0.9202","0.5707","Other"
"12368","Latin America","485.55","1713","0.9204","0.571","Other"
"12308","Southeast Asia","484.97","1714","0.9205","0.5713","Other"
"11688","Europe","484.75","1715","0.9207","0.5717","Other"
"11910","Southeast Asia","484.34","1716","0.9208","0.572","Other"
"11211","Europe","484.09","1717","0.9209","0.5723","Other"
"12078","North America","483.81","1718","0.9211","0.5727","Other"
"12532","North America","483.51","1719","0.9212","0.573","Other"
"12252","Europe","483.47","1720","0.9214","0.5733","Other"
"11333","Latin America","482.65000000000003","1721","0.9215","0.5737","Other"
"12544","North America","482.4","1722","0.9216","0.574","Other"
"12745","North America","481.86","1723","0.9218","0.5743","Other"
"11596","Latin America","481.12","1724","0.9219","0.5747","Other"
"10915","Southeast Asia","480.93","1725","0.9221","0.575","Other"
"11173","Latin America","480.25","1726","0.9222","0.5753","Other"
"11750","Europe","478.3","1727","0.9223","0.5757","Other"
"10987","North America","478.25","1728","0.9225","0.576","Other"
"10365","Southeast Asia","476.65","1729","0.9226","0.5763","Other"
"10532","Latin America","476.44000000000005","1730","0.9227","0.5767","Other"
"10687","Southeast Asia","475.9","1731","0.9229","0.577","Other"
"10752","Southeast Asia","475.56","1732","0.923","0.5773","Other"
"12670","Latin America","475.51","1733","0.9232","0.5777","Other"
"12375","North America","475.35","1734","0.9233","0.578","Other"
"10051","North America","474.88","1735","0.9234","0.5783","Other"
"12919","North America","474.53","1736","0.9236","0.5787","Other"
"10201","Latin America","474.36","1737","0.9237","0.579","Other"
"11586","North America","473.42","1738","0.9238","0.5793","Other"
"11801","Europe","473.08","1739","0.924","0.5797","Other"
"12917","Southeast Asia","472.93","1740","0.9241","0.58","Other"
"10518","North America","472.69000000000005","1741","0.9242","0.5803","Other"
"10257","Latin America","472.69","1742","0.9244","0.5807","Other"
"12186","North America","471.95","1743","0.9245","0.581","Other"
"10691","Southeast Asia","471.5","1744","0.9247","0.5813","Other"
"11745","North America","471.33","1745","0.9248","0.5817","Other"
"11113","North America","470.65","1746","0.9249","0.582","Other"
"12527","Southeast Asia","470.26","1747","0.9251","0.5823","Other"
"10600","Europe","469.78999999999996","1748","0.9252","0.5827","Other"
"10143","Middle East","469.39000000000004","1749","0.9253","0.583","Other"
"11308","Europe","468.95","1750","0.9255","0.5833","Other"
"12649","Europe","468.51","1751","0.9256","0.5837","Other"
"10184","Latin America","467.55","1752","0.9257","0.584","Other"
"11416","North America","467.07","1753","0.9259","0.5843","Other"
"11255","Europe","467.05999999999995","1754","0.926","0.5847","Other"
"11958","Latin America","466.68","1755","0.9261","0.585","Other"
"10527","Europe","464.65999999999997","1756","0.9263","0.5853","Other"
"10935","Southeast Asia","464.63","1757","0.9264","0.5857","Other"
"10993","North America","464.02","1758","0.9265","0.586","Other"
"12417","Latin America","463.44","1759","0.9267","0.5863","Other"
"11428","North America","462.71999999999997","1760","0.9268","0.5867","Other"
"10615","Europe","462.13000000000005","1761","0.9269","0.587","Other"
"10848","Southeast Asia","461.09000000000003","1762","0.9271","0.5873","Other"
"11343","Europe","460.87","1763","0.9272","0.5877","Other"
"12519","North America","460.37","1764","0.9273","0.588","Other"
"11209","North America","460.03","1765","0.9275","0.5883","Other"
"12073","North America","459.49","1766","0.9276","0.5887","Other"
"12189","Europe","458.13","1767","0.9277","0.589","Other"
"10895","Latin America","458.09999999999997","1768","0.9279","0.5893","Other"
"10050","Southeast Asia","457.67","1769","0.928","0.5897","Other"
"11585","Latin America","457.23","1770","0.9281","0.59","Other"
"10245","North America","454.99","1771","0.9283","0.5903","Other"
"12188","Latin America","454.69","1772","0.9284","0.5907","Other"
"10372","Europe","452.74","1773","0.9285","0.591","Other"
"12211","Southeast Asia","452.55","1774","0.9286","0.5913","Other"
"11154","Middle East","452.40000000000003","1775","0.9288","0.5917","Other"
"11731","Europe","452.26","1776","0.9289","0.592","Other"
"11152","Europe","451.22","1777","0.929","0.5923","Other"
"11886","North America","451.04","1778","0.9292","0.5927","Other"
"12461","Europe","447.57","1779","0.9293","0.593","Other"
"12536","Europe","446.27","1780","0.9294","0.5933","Other"
"11519","Europe","445.98","1781","0.9296","0.5937","Other"
"10561","North America","445.21999999999997","1782","0.9297","0.594","Other"
"10241","Southeast Asia","444.98","1783","0.9298","0.5943","Other"
"12960","Europe","444.78000000000003","1784","0.9299","0.5947","Other"
"10667","North America","444.58000000000004","1785","0.9301","0.595","Other"
"12508","Europe","443.48","1786","0.9302","0.5953","Other"
"10878","North America","441.82000000000005","1787","0.9303","0.5957","Other"
"10376","Europe","441.70000000000005","1788","0.9304","0.596","Other"
"10457","North America","441.16","1789","0.9306","0.5963","Other"
"11094","North America","440.99","1790","0.9307","0.5967","Other"
"12239","Latin America","440.63","1791","0.9308","0.597","Other"
"11932","Middle East","440.18","1792","0.931","0.5973","Other"
"12937","North America","439.88","1793","0.9311","0.5977","Other"
"12908","Middle East","439.38","1794","0.9312","0.598","Other"
"11579","Middle East","439","1795","0.9313","0.5983","Other"
"10627","Europe","438.74","1796","0.9315","0.5987","Other"
"12293","Southeast Asia","438.48","1797","0.9316","0.599","Other"
"10195","Latin America","438.39000000000004","1798","0.9317","0.5993","Other"
"11636","Latin America","438.25","1799","0.9318","0.5997","Other"
"11530","Southeast Asia","437.4","1800","0.932","0.6","Other"
"12209","Europe","437.21000000000004","1801","0.9321","0.6003","Other"
"10744","Latin America","436.15","1802","0.9322","0.6007","Other"
"11734","Latin America","435.95","1803","0.9323","0.601","Other"
"11322","Latin America","435.67","1804","0.9325","0.6013","Other"
"11186","Latin America","435.48","1805","0.9326","0.6017","Other"
"12621","Latin America","435.24","1806","0.9327","0.602","Other"
"12679","Middle East","433.46000000000004","1807","0.9328","0.6023","Other"
"12236","Europe","433.13","1808","0.933","0.6027","Other"
"11395","Europe","432.92","1809","0.9331","0.603","Other"
"10058","Latin America","432.65999999999997","1810","0.9332","0.6033","Other"
"12357","North America","431.83","1811","0.9333","0.6037","Other"
"11758","Europe","430.59000000000003","1812","0.9335","0.604","Other"
"12755","North America","428.88","1813","0.9336","0.6043","Other"
"11900","Southeast Asia","428.68","1814","0.9337","0.6047","Other"
"11214","Southeast Asia","428.07","1815","0.9338","0.605","Other"
"12936","Southeast Asia","426.82","1816","0.934","0.6053","Other"
"11753","North America","426.51","1817","0.9341","0.6057","Other"
"11759","North America","425.21999999999997","1818","0.9342","0.606","Other"
"12247","Southeast Asia","424.58","1819","0.9343","0.6063","Other"
"10076","Europe","424.36","1820","0.9344","0.6067","Other"
"10524","Latin America","424.08000000000004","1821","0.9346","0.607","Other"
"12365","Europe","423.21","1822","0.9347","0.6073","Other"
"11107","Southeast Asia","422.28000000000003","1823","0.9348","0.6077","Other"
"11060","Southeast Asia","421.64","1824","0.9349","0.608","Other"
"10305","Europe","421.45","1825","0.9351","0.6083","Other"
"12509","Southeast Asia","420.37","1826","0.9352","0.6087","Other"
"11619","Latin America","418.99","1827","0.9353","0.609","Other"
"10775","Southeast Asia","418.90999999999997","1828","0.9354","0.6093","Other"
"11364","Latin America","418.58","1829","0.9355","0.6097","Other"
"12708","Latin America","418.38","1830","0.9357","0.61","Other"
"10905","Europe","418.03","1831","0.9358","0.6103","Other"
"11105","Europe","417.94","1832","0.9359","0.6107","Other"
"11018","North America","416.90999999999997","1833","0.936","0.611","Other"
"11832","Latin America","416.17","1834","0.9361","0.6113","Other"
"10242","Latin America","415.7","1835","0.9363","0.6117","Other"
"10798","Europe","414.82000000000005","1836","0.9364","0.612","Other"
"12848","Latin America","414.52000000000004","1837","0.9365","0.6123","Other"
"12847","North America","414.19","1838","0.9366","0.6127","Other"
"11793","Europe","413.61","1839","0.9367","0.613","Other"
"11541","Europe","412.93","1840","0.9369","0.6133","Other"
"11834","Europe","412.83000000000004","1841","0.937","0.6137","Other"
"11225","Southeast Asia","410.86","1842","0.9371","0.614","Other"
"11961","Southeast Asia","409.97","1843","0.9372","0.6143","Other"
"12552","Middle East","409.58","1844","0.9373","0.6147","Other"
"11659","North America","409.47","1845","0.9374","0.615","Other"
"10771","Europe","409.34","1846","0.9376","0.6153","Other"
"12892","Europe","409.21","1847","0.9377","0.6157","Other"
"12141","North America","408.98","1848","0.9378","0.616","Other"
"10288","Europe","408.68","1849","0.9379","0.6163","Other"
"11453","Middle East","408.26","1850","0.938","0.6167","Other"
"10904","Middle East","408.15999999999997","1851","0.9382","0.617","Other"
"10394","Southeast Asia","407.02000000000004","1852","0.9383","0.6173","Other"
"12125","Southeast Asia","406.77","1853","0.9384","0.6177","Other"
"11761","North America","406.5","1854","0.9385","0.618","Other"
"11194","Latin America","405.46000000000004","1855","0.9386","0.6183","Other"
"10325","Europe","404.94","1856","0.9387","0.6187","Other"
"12459","Southeast Asia","404.64","1857","0.9389","0.619","Other"
"11415","North America","402.92","1858","0.939","0.6193","Other"
"11860","North America","402.22","1859","0.9391","0.6197","Other"
"10789","Europe","400.71","1860","0.9392","0.62","Other"
"12572","Europe","400.1","1861","0.9393","0.6203","Other"
"11710","Southeast Asia","400.07","1862","0.9394","0.6207","Other"
"12903","Europe","399.8","1863","0.9395","0.621","Other"
"12695","North America","399.25","1864","0.9397","0.6213","Other"
"10194","Southeast Asia","398.45","1865","0.9399","0.6217","Other"
"11034","North America","398.45","1865","0.9399","0.6217","Other"
"12592","Europe","398.07","1867","0.94","0.6223","Other"
"11963","Europe","397.95000000000005","1868","0.9401","0.6227","Other"
"11918","North America","397.62","1869","0.9402","0.623","Other"
"11881","North America","396.23","1870","0.9403","0.6233","Other"
"10028","North America","395.29","1871","0.9405","0.6237","Other"
"10896","Europe","394.99","1872","0.9406","0.624","Other"
"11833","Europe","394.76","1873","0.9407","0.6243","Other"
"12302","Southeast Asia","393.89","1874","0.9408","0.6247","Other"
"10473","Europe","393.82","1875","0.9409","0.625","Other"
"11791","Southeast Asia","393.78999999999996","1876","0.941","0.6253","Other"
"12987","Middle East","393.24","1877","0.9411","0.6257","Other"
"11895","Europe","391.15999999999997","1878","0.9413","0.626","Other"
"11348","North America","391.03","1879","0.9414","0.6263","Other"
"12113","Europe","390.93","1880","0.9415","0.6267","Other"
"10854","Europe","390.77000000000004","1881","0.9416","0.627","Other"
"11162","Southeast Asia","390.61","1882","0.9417","0.6273","Other"
"10859","Middle East","389.4","1883","0.9418","0.6277","Other"
"10449","North America","389.15999999999997","1884","0.9419","0.628","Other"
"12882","Middle East","388.8","1885","0.942","0.6283","Other"
"12938","Middle East","388.76","1886","0.9422","0.6287","Other"
"11934","Southeast Asia","388.71000000000004","1887","0.9423","0.629","Other"
"12993","North America","388.69","1888","0.9424","0.6293","Other"
"10208","Europe","388.32","1889","0.9425","0.6297","Other"
"12296","Europe","387.94","1890","0.9426","0.63","Other"
"12118","North America","387.51","1891","0.9427","0.6303","Other"
"10652","North America","387.5","1892","0.9428","0.6307","Other"
"12191","Southeast Asia","387.03999999999996","1893","0.9429","0.631","Other"
"10808","Southeast Asia","386.78999999999996","1894","0.943","0.6313","Other"
"10829","Middle East","386.41999999999996","1895","0.9432","0.6317","Other"
"10438","Europe","386.4","1896","0.9433","0.632","Other"
"12217","Europe","386.38","1897","0.9434","0.6323","Other"
"12977","North America","386.05","1898","0.9435","0.6327","Other"
"10443","Middle East","385.96","1899","0.9436","0.633","Other"
"12616","North America","384.48","1900","0.9437","0.6333","Other"
"12739","Europe","384.31","1901","0.9438","0.6337","Other"
"10494","Latin America","383.28","1902","0.9439","0.634","Other"
"12208","Southeast Asia","383.02","1903","0.944","0.6343","Other"
"11549","Latin America","382.95","1904","0.9442","0.6347","Other"
"12204","Europe","382.61","1905","0.9443","0.635","Other"
"11452","Southeast Asia","380.31","1906","0.9444","0.6353","Other"
"13000","Middle East","380.04","1907","0.9445","0.6357","Other"
"11744","Southeast Asia","377.55999999999995","1908","0.9446","0.636","Other"
"12107","Europe","377.39","1909","0.9447","0.6363","Other"
"11974","Southeast Asia","376.39","1910","0.9448","0.6367","Other"
"12880","North America","376.38","1911","0.9449","0.637","Other"
"10823","Southeast Asia","376.32","1912","0.945","0.6373","Other"
"11101","Europe","376.05999999999995","1913","0.9451","0.6377","Other"
"10677","Southeast Asia","375.27","1914","0.9452","0.638","Other"
"10006","Middle East","375.25","1915","0.9453","0.6383","Other"
"12915","Southeast Asia","374.58000000000004","1916","0.9455","0.6387","Other"
"10596","Middle East","373.96999999999997","1917","0.9456","0.639","Other"
"12726","Latin America","373.73","1918","0.9457","0.6393","Other"
"11059","Europe","373.46","1919","0.9458","0.6397","Other"
"10665","North America","372.56","1920","0.9459","0.64","Other"
"10498","North America","372.40999999999997","1921","0.946","0.6403","Other"
"11627","Middle East","372.3","1922","0.9461","0.6407","Other"
"12761","Latin America","372.21","1923","0.9462","0.641","Other"
"10839","Europe","372.18","1924","0.9463","0.6413","Other"
"11447","Europe","372.16999999999996","1925","0.9464","0.6417","Other"
"10934","Europe","371","1926","0.9465","0.642","Other"
"12824","Europe","367.88","1927","0.9466","0.6423","Other"
"10278","Southeast Asia","367.43","1928","0.9467","0.6427","Other"
"11085","Southeast Asia","366.76","1929","0.9468","0.643","Other"
"10262","North America","365.7","1930","0.947","0.6433","Other"
"12771","Latin America","364.08","1931","0.9471","0.6437","Other"
"12131","Southeast Asia","364","1932","0.9472","0.644","Other"
"11356","Latin America","363.87","1933","0.9473","0.6443","Other"
"10429","Europe","362.84000000000003","1934","0.9474","0.6447","Other"
"11664","Europe","361.57","1935","0.9475","0.645","Other"
"10078","Latin America","361.02","1936","0.9476","0.6453","Other"
"10847","Europe","360.96","1937","0.9477","0.6457","Other"
"12495","Latin America","360.87","1938","0.9478","0.646","Other"
"10073","North America","360.82","1939","0.9479","0.6463","Other"
"12798","Southeast Asia","360.81","1940","0.948","0.6467","Other"
"10226","Southeast Asia","360","1941","0.9481","0.647","Other"
"10061","North America","359.9","1942","0.9482","0.6473","Other"
"10379","Latin America","359.13","1943","0.9483","0.6477","Other"
"10763","North America","358.83000000000004","1944","0.9484","0.648","Other"
"12571","Europe","358.67","1945","0.9485","0.6483","Other"
"12639","Latin America","357.75","1946","0.9486","0.6487","Other"
"10450","North America","357.55","1947","0.9487","0.649","Other"
"12066","Southeast Asia","357.15","1948","0.9488","0.6493","Other"
"12385","Europe","356.15999999999997","1949","0.9489","0.6497","Other"
"12370","Southeast Asia","355.77","1950","0.949","0.65","Other"
"10739","North America","355.52","1951","0.9491","0.6503","Other"
"11137","Latin America","355.39","1952","0.9492","0.6507","Other"
"11250","Europe","355.34","1953","0.9493","0.651","Other"
"10468","North America","355.04","1954","0.9494","0.6513","Other"
"10583","North America","355.02","1955","0.9495","0.6517","Other"
"10682","Europe","353.91","1956","0.9496","0.652","Other"
"12757","Europe","353.71","1957","0.9497","0.6523","Other"
"11460","Southeast Asia","353.65999999999997","1958","0.9498","0.6527","Other"
"10133","North America","353.12","1959","0.9499","0.653","Other"
"12477","Latin America","352.92","1960","0.95","0.6533","Other"
"11355","Latin America","351.35","1961","0.9501","0.6537","Other"
"10815","Europe","351.22999999999996","1962","0.9502","0.654","Other"
"11191","Southeast Asia","350.36","1963","0.9503","0.6543","Other"
